section	vendor	toledo_number	type	english_description	chinese_description	serving_size	unit	total_calories_cal	percent_cal	calories_from_fat_fat_cal	total_fat_g	percent_fat	saturated_fat_g	percent_sat_fat	trans_fat_g	cholesterol_mg	percent_chol	sodium_mg	percent_sod	total_carbohydrate_g	percent_carb	dietary_fiber_g	percent_diet	sugars_g	protein_g	percent_pro
cold_deli	store_made_38		spicy_marinated	PORK EAR AND HOCK WITH CUCUMBER	¡π∞Ë÷Ì∂˙	0.5	lb	319.06	0.16	175.16	19.29	0.3	5.25	0.26	0.04	56.65	0.19	1236.22	0.52	13.8	0.05	2.83	0.11	5.69	23.18	0.46
cold_deli	store_made_38		spicy_marinated	SPICY EAR AND HOCK WITH CUCUMBER	¡π∞Ë¬È¿±÷Ì∂˙	0.5	lb	330.3	0.17	184.24	20.4	0.31	5.65	0.28	0	117.4	0.39	1181.84	0.49	15.27	0.05	2.73	0.11	6.55	22.75	0.46
cold_deli	store_made_38		spicy_marinated	BEEF SHANK WITH CUCUMBER	¡π∞Ë‘≠Œ∂≈£ÎÏ	0.5	lb	298.19	0.15	118.99	13.04	0.2	3.45	0.17	0.09	70.89	0.24	1165.66	0.49	14.4	0.05	2.83	0.11	6.36	31.86	0.64
cold_deli	store_made_38		spicy_marinated	SPICY BEEF SHANK WITH CUCUMBER	¡π∞Ë¬È¿±≈£ÎÏ	0.5	lb	291.18	0.15	135.12	14.93	0.23	3.5	0.18	0.05	42.12	0.14	1177.15	0.49	16.22	0.05	3.2	0.13	6.98	24.54	0.49
cold_deli	store_made	28258100000	spicy_marinated	MARINATED COMBO 4 ITEMS	ùFŒ∂∆¥±P-∂π«¨ ∫£éß ÿi÷‚ ≈£ÎÏ	0.5	lb	453.57	0.23	206.13	22.61	0.35	6.35	0.32	0.06	91.91	0.31	2108.42	0.88	22.4	0.07	4.63	0.19	14.87	35.6	0.71
cold_deli	store_made	28258000000	spicy_marinated	MARINATED COMBO 3 ITEMS	ùFŒ∂∆¥±P- ∫£éß ∂π«¨ ùFµ∞	0.5	lb	391.51	0.2	184.8	20.2	0.31	5.48	0.27	0.05	218.75	0.73	2361.26	0.98	26.74	0.09	5.29	0.21	16.95	20.51	0.41
cold_deli	store_made	28257900000	spicy_marinated	MARINATED COMBO 3 ITEMS SPICY	ùFŒ∂∆¥±P- ≈£∂« ∂π«¨ ÿi∂˙(¿±)	0.5	lb	398.95	0.2	225.29	24.86	0.38	8.03	0.4	0.43	247.63	0.83	1808.91	0.75	15.08	0.05	3.13	0.13	9.13	25.4	0.51
cold_deli	store_made	28277700000	spicy_marinated	SPICY BEANCURD	¿±∂π«¨	0.5	lb	430.71	0.22	242.84	27.03	0.42	5.47	0.27	0	0	0	980.96	0.41	15.16	0.05	7.57	0.3	8.62	32.65	0.65
cold_deli	store_made	28278900000	spicy_marinated	SPICY BEAN CURD CHICKEN	¬È¿±ÀÿÎu	0.5	lb	442.89	0.22	254.93	27.95	0.43	5.44	0.27	0	0	0	1993.45	0.83	24	0.08	0.08	0	20.14	24.15	0.48
hot_deli	store_made	28296400000	ramen	HAKATA STYLE TONKOTSU RAMEN	»’ Ωÿiπ«ú´¿≠¸I	1	ea	580.65	0.29	467.2	52.1	0.8	16.69	0.83	0.14	64.41	0.21	4104.67	1.71	14.78	0.05	3.08	0.12	6.23	16.73	0.33
hot_deli	store_made	28296700000	ramen	TOKYO STYLE SHOYU RAMEN	»’ Ω·u”Õ¿≠¸I	1	ea	840.79	0.42	327.81	35.51	0.55	12.79	0.64	0.04	47.87	0.16	10227.87	4.26	16.77	0.06	4.01	0.16	21.76	101.28	2.03
hot_deli	store_made	28297500000	ramen	SAPPORO STYLE MISO RAMEN	»’ ΩŒ∂‡·¿≠¸I	1	ea	722.67	0.36	306.55	33.15	0.51	12.31	0.62	0.04	47.87	0.16	3012.79	1.26	11.57	0.04	4.01	0.16	17.03	94.19	1.88
hot_deli	store_made	28502200000	hk_noodle/rice	WONTON NOODLE SOUP	QÔÇ¸I	1	ea	616.84	0.31	162.83	18.09	0.28	5.35	0.27	0.03	146.28	0.49	2138.2	0.89	78.48	0.26	5.21	0.21	5.1	34.2	0.68
hot_deli	store_made	28502100000	hk_noodle/rice	BRAISED BEEF NOODLE SOUP	≈£ÎÓ¸I	1	ea	410.29	0.21	66.97	7.44	0.11	2.11	0.11	0.03	91.11	0.3	1813.91	0.76	47.57	0.16	3.4	0.14	3.83	36.88	0.74
hot_deli	store_made	28283500000	hk_noodle/rice	FRIED RICE NOODLE W BEEF	«¨≥¥≈£∫”	1	ea	625.94	0.31	68.29	7.67	0.12	2.4	0.12	0	33.87	0.11	891.59	0.37	112.16	0.37	6.44	0.26	17.38	25.84	0.52
hot_deli	store_made	28502400000	hk_noodle/rice	WONTON NDL W ROASTED DUCK	QÔÇü˝¯Ü¸I	1	ea	872.85	0.44	339.34	37.71	0.58	11.82	0.59	0.03	243.24	0.81	2413.77	1.01	79.07	0.26	5.21	0.21	5.7	53.45	1.07
hot_deli	store_made	28502300000	hk_noodle/rice	WON TON BRAISED BEEF NOODLE SOUP	QÔÇ≈£ÎÓ¸I	1	ea	706.22	0.35	186.06	20.67	0.32	6.21	0.31	0.03	174.42	0.58	2526.39	1.05	79	0.26	5.25	0.21	5.46	49.27	0.99
hot_deli	store_made	28500200000	hk_noodle/rice	STEWED BEEF NOODLE SOUP	ºtü˝≈£»‚¸I	1	ea	441.83	0.22	68.07	7.51	0.12	1.88	0.09	0	31.26	0.1	1958.57	0.82	65.48	0.22	4.72	0.19	5.01	26.45	0.53
hot_deli	store_made	28297000000	hk_noodle/rice	NOODLE SOUP W BBQ DUCK	ü˝¯Ü¸I	1	ea	517.34	0.26	204.78	22.75	0.35	7.14	0.36	0.03	141.18	0.47	1442.49	0.6	47.3	0.16	3.34	0.13	3.83	31.02	0.62
hot_deli	store_made	28297100000	hk_noodle/rice	NOODLE SOUP W BBQ PORK	≤Êü˝¸I	1	ea	521.59	0.26	174.62	19.4	0.3	7.5	0.37	0.03	115.67	0.39	1779.29	0.74	52.26	0.17	3.34	0.13	7.65	34.6	0.69
hot_deli	store_made	28282800000	hk_noodle/rice	MARINATED SOY CHICKEN W RICE	Ù˘”ÕÎuÔà	1	ea	821.69	0.41	162.79	17.25	0.27	6.21	0.31	0	168.68	0.56	355.27	0.15	118.92	0.4	5.18	0.21	21.73	39.73	0.79
cold_deli	store_made	28259200000	hk_noodle/rice	STEWED PORK HOCK COMBO CD	ÿiƒ_±„ÆîÔà	1	ea	989.15	0.49	328.94	35.83	0.55	12.46	0.62	0.02	385.66	1.29	1280.73	0.53	110.8	0.37	6.79	0.27	19.7	48.74	0.97
hot_deli	store_made	28110300000	hk_noodle/rice	BBQ DUCK COMBO W RICE	ü˝¯Ü±„Æî	1	ea	873.56	0.44	300.98	32.75	0.5	10.81	0.54	0	161.6	0.54	536.74	0.22	100.71	0.34	4.55	0.18	19.46	37.55	0.75
cold_deli	store_made	28259300000	hk_noodle/rice	ROASTED DUCK COMBO CD	ü˝¯ÜÔà	1	ea	873.56	0.44	300.98	32.75	0.5	10.81	0.54	0	161.6	0.54	536.74	0.22	100.71	0.34	4.55	0.18	19.46	37.55	0.75
hot_deli	store_made	28283100000	hk_noodle/rice	ROASTED PORK W RICE	ü˝ÿiÔà	1	ea	952.67	0.48	226.04	24.28	0.37	10.19	0.51	0	158.19	0.53	1053.25	0.44	120.48	0.4	5.18	0.21	23.29	55.11	1.1
cold_deli	store_made	28259400000	hk_noodle/rice	BBQ PORK COMBO CD	≤Êü˝Ôà	1	ea	1058.6	0.53	346.04	37.72	0.58	14.27	0.71	0.02	364.4	1.21	1612.42	0.67	116.1	0.39	6.79	0.27	25.51	56.39	1.13
hot_deli	store_made	28110600000	tw_style_bento	GRILLED CHICKEN BENTO	ËF∞Âü˝Îu±„Æî	1	ea	888.28	0.44	227.56	25.68	0.4	6.65	0.33	0.02	358.22	1.19	1093.59	0.46	114.36	0.38	6.79	0.27	19.39	42.17	0.84
cold_deli	store_made	28260000000	tw_style_bento	ROASTED CHICKEN BOWL CD	øæÎu≈≈±„Æî	1	ea	888.28	0.44	227.56	25.68	0.4	6.65	0.33	0.02	358.22	1.19	1093.59	0.46	114.36	0.38	6.79	0.27	19.39	42.17	0.84
hot_deli	store_made	28286800000	tw_style_bento	BRAISED BEEF BENTO	ºtü˝≈£ÎÓ±„Æî	1	ea	671.02	0.34	119.02	12.46	0.19	3.71	0.19	0.04	95.14	0.32	1054.47	0.44	101.5	0.34	4.91	0.2	19.25	30.56	0.61
cold_deli	store_made	28260400000	tw_style_bento	BEEF COMBO CD	≈£ÎÓÔà	1	ea	671.02	0.34	119.02	12.46	0.19	3.71	0.19	0.04	95.14	0.32	1054.47	0.44	101.5	0.34	4.91	0.2	19.25	30.56	0.61
hot_deli	store_made	28110500000	tw_style_bento	PORK PATTY W YOLK BENTO	˚yµ∞»‚≈≈±„Æî	1	ea	739.12	0.37	190.68	20.42	0.31	6.47	0.32	0.12	114.62	0.38	1429.75	0.6	102.42	0.34	4.9	0.2	20.16	28.73	0.57
hot_deli	store_made	28110700000	tw_style_bento	SHORT RIB BENTO	≈£◊–π«±„Æî	1	ea	1251.81	0.63	615.59	67.64	1.04	27.58	1.38	0.02	378.57	1.26	552.19	0.23	105.95	0.35	5.9	0.24	17.93	45.16	0.9
hot_deli	store_made	28110800000	tw_style_bento	LUNCHEON MEAT BENTO	ŒÁ≤Õ»‚±„Æî	1	ea	1066.5	0.53	409.45	44.85	0.69	15.4	0.77	0.07	735.11	2.45	2017.03	0.84	116.22	0.39	6.45	0.26	23.2	38.93	0.78
hot_deli	store_made	28290200000	tw_style_bento	TAIWAN STYLE YU FAN W CHICKEN BENTO HD	Ã® ΩËF¬∑Îu≈≈”ÕÔà±„Æî-hd	1	ea	1309.82	0.65	189.98	20.36	0.31	5.56	0.28	0.04	137.98	0.46	6261.45	2.61	222.66	0.74	7.81	0.31	17.32	46.4	0.93
hot_deli	store_made	28287100000	tw_style_bento	TAIWAN STYLE PORK CHOP BENTO HD	Ã® ΩËF¬∑ÿi≈≈±„Æî-hd	1	ea	782.71	0.39	126.78	12.83	0.2	4.69	0.23	0.04	110.11	0.37	1161.96	0.48	128.25	0.43	3.6	0.14	25.33	29.73	0.59
hot_deli	store_made	28259600000	tw_style_bento	PORK CHOP COMBO CD	≈≈π«Ôà	1	ea	782.71	0.39	126.78	12.83	0.2	4.69	0.23	0.04	110.11	0.37	1161.96	0.48	128.25	0.43	3.6	0.14	25.33	29.73	0.59
cold_deli	store_made	28288700000	tw_style_bento	TAIWAN STYLE BRAISED PORK BENTO HD	Ã® ΩËF¬∑√∑≤Àø€»‚±„Æî-hd	1	ea	872.69	0.44	324.72	34.72	0.53	11.9	0.6	0.04	100.73	0.34	1213.25	0.51	107.13	0.36	5.63	0.23	24.7	21.36	0.43
hot_deli	store_made	28260500000	tw_style_bento	MARINATED PORK COMBO CD	ùF»‚Ôà	1	ea	872.69	0.44	324.72	34.72	0.53	11.9	0.6	0.04	100.73	0.34	1213.25	0.51	107.13	0.36	5.63	0.23	24.7	21.36	0.43
hot_deli	store_made	28288900000	tw_style_bento	TAIWAN STYLE FISH BENTO HD	Ã® ΩËF¬∑Ù~≈≈±„Æî-hd	1	ea	728.17	0.36	202.56	13.81	0.21	3.33	0.17	1.33	141.18	0.47	1084.47	0.45	118.26	0.39	4.88	0.2	19.64	27.21	0.54
hot_deli	store_made	28288600000	tw_style_bento	TAIWAN STYLE CHICKEN BENTO HD	Ã® ΩËF¬∑Îu≈≈±„Æî-hd	1	ea	801.45	0.4	171.47	18.96	0.29	5.12	0.26	0.04	136.45	0.45	1158.32	0.48	119.79	0.4	4.91	0.2	20.85	30.72	0.61
cold_deli	store_made	28259500000	tw_style_bento	FRIED CHICKEN COMBO CD	Îu≈≈Ôà	1	ea	801.45	0.4	171.47	18.96	0.29	5.12	0.26	0.04	136.45	0.45	1158.32	0.48	119.79	0.4	4.91	0.2	20.85	30.72	0.61
hot_deli	store_made	28289400000	tw_style_bento	BBQ PORK BENTO	Ã® ΩËF¬∑≤Êü˝±„Æî-hd	1	ea	1058.6	0.53	346.04	37.72	0.58	14.27	0.71	0.02	364.4	1.21	1612.42	0.67	116.1	0.39	6.79	0.27	25.51	56.39	1.13
hot_deli	store_made	28290100000	tw_style_bento	TAIWAN STYLE PORK IN RED YEAST RICE BENTO HD	Ã® ΩËF¬∑ºt‘„»‚±„Æî-hd	1	ea	972.88	0.49	442.57	48.41	0.74	16.65	0.83	0.02	177.8	0.59	593.73	0.25	104.53	0.35	5.12	0.2	20.53	22.33	0.45
hot_deli	store_made	28285800000		BLACK RICE ROLL	◊œ√◊ÔààF	0.5	lb	287.57	0.14	13.61	1.08	0.02	0	0	0	0	0	3.89	0	84.38	0.28	1.44	0.06	0.72	6.84	0.14
hot_deli	store_made_3	28290400000		CORN CONGEE	”Ò√◊÷‡	0.5	lb	68.3	0.03	0	0	0	0	0	0	0	0	8.34	0	14.45	0.05	0	0	0	2.63	0.05
hot_deli	store_made	28286500000		CLAY OVEN SESAME ROLLS   RED BEAN	÷•¬È‘Á≤Õü˝Ôû	0.28	lb	453.08	0.23	30.76	2.37	0.04	0.34	0.02	0	0	0	2.57	0	92.52	0.31	2.25	0.09	4.12	9.76	0.2
hot_deli	store_made	28286500000		CLAY OVEN SESAME ROLLS   GREEN ONION	÷•¬È‘Á≤Õü˝Ôû	0.24	lb	407.9	0.2	53.34	5.81	0.09	1.1	0.05	0	0	0	2.81	0	78.02	0.26	2.04	0.08	0.46	8.59	0.17
hot_deli	store_made	28243000000	bbq	HONEY BBQ SPARE RIBS	√€÷≠ü˝≈≈π«	0.25	lb	471.08	0.24	302.29	33.59	0.52	10.17	0.51	0.28	124.3	0.41	675.69	0.28	15.43	0.05	0.1	0	14.83	27.52	0.55
hot_deli	store_made	28243500000	bbq	GRILLED CHINESE SAUSAGE	øæœ„ƒc	0.25	lb	350.41	0.18	288.12	32.01	0.49	10.56	0.53	0.26	69.18	0.23	937.82	0.39	1.07	0	0	0	1.07	13.59	0.27
hot_deli	store_made	28243400000	bbq	HONEY BBQ PORK	√€÷≠≤Êü˝»‚	0.25	lb	347	0.17	195.25	21.75	0.33	9	0.45	0	95.25	0.32	816.5	0.34	7.5	0.03	0	0	6	30.5	0.61
hot_deli	store_made	28245300000	bbq	ROASTED DUCK WHOLE	¥‡∆§ü˝¯Ü	0.25	lb	341.25	0.17	235.25	26.25	0.4	8.75	0.44	0	129.25	0.43	367.5	0.15	0.75	0	0	0	0.75	25.75	0.52
hot_deli	store_made	28245400000	bbq	ROASTED DUCK HALF	¥‡∆§ü˝¯Ü∞ÎÎb	0.25	lb	341.25	0.17	235.25	26.25	0.4	8.75	0.44	0	129.25	0.43	367.5	0.15	0.75	0	0	0	0.75	25.75	0.52
hot_deli	store_made	28243300000	bbq	ROASTED PORK	ü˝ÿi	0.25	lb	280.1	0.14	145.33	16.15	0.25	6.78	0.34	0	105.46	0.35	648.65	0.27	1.14	0	0	0	1.14	32.47	0.65
hot_deli	store_made	28243200000	bbq	ROASTED PORK HALF	¸SΩøæÿi	0.25	lb	280.1	0.14	145.33	16.15	0.25	6.78	0.34	0	105.46	0.35	648.65	0.27	1.14	0	0	0	1.14	32.47	0.65
hot_deli	store_made	4498782427	bbq	ROASTED PORK WHOLE	¸SΩøæÿi	0.25	lb	280.1	0.14	145.33	16.15	0.25	6.78	0.34	0	105.46	0.35	648.65	0.27	1.14	0	0	0	1.14	32.47	0.65
hot_deli	store_made	28245100000	bbq	SOY SAUCE DUCK WHOLE	ùFÀÆ¯Ü	0.25	lb	632.1	0.32	487.94	54.22	0.83	18.44	0.92	0.27	117.49	0.39	646.21	0.27	15.43	0.05	0.1	0	14.83	19.86	0.4
hot_deli	store_made	28245200000	bbq	SOY SAUCE DUCK HALF	ùFÀÆ¯Ü ∞Î÷ª	0.25	lb	632.1	0.32	487.94	54.22	0.83	18.44	0.92	0.27	117.49	0.39	646.21	0.27	15.43	0.05	0.1	0	14.83	19.86	0.4
hot_deli	store_made	28244600000	bbq	SOY SAUCE CHICKEN	Ù˘”ÕÎu	0.25	lb	231.34	0.12	123.8	13.76	0.21	4.95	0.25	0	134.95	0.45	220	0.09	0.11	0	0	0	0.11	26.66	0.53
hot_deli	store_made	28244700000	bbq	SOY CHICKEN HALF	Ù˘”ÕÎu-∞Î÷ª	0.25	lb	231.34	0.12	123.8	13.76	0.21	4.95	0.25	0	134.95	0.45	220	0.09	0.11	0	0	0	0.11	26.66	0.53
hot_deli	store_made	28244900000	bbq	HERBAL BBQ CHICKEN 25OZ	œ„≤›øæÎu 25oz	0.25	lb	184.84	0.09	70.83	7.87	0.12	3.7	0.19	0.08	111.13	0.37	457	0.19	1.25	0	0	0	1.25	27.39	0.55
cold_deli	store_made	28249800000	bbq	SALTED DUCK	˚}ÀÆ¯Ü	0.25	lb	488.75	0.24	401.61	44.62	0.69	21.39	1.07	0	159.89	0.53	215.46	0.09	0	0	0	0	0	21.75	0.43
hot_deli	store_made	28245000000	bbq	SALTED DUCK	˚}ÀÆ¯Ü	0.25	lb	488.75	0.24	401.61	44.62	0.69	21.39	1.07	0	159.89	0.53	215.46	0.09	0	0	0	0	0	21.75	0.43
hot_deli	store_made	28243700000	bbq	ROASTED PORK HEAD	øæÿiÓ^	0.25	lb	280.1	0.14	145.33	16.15	0.25	6.78	0.34	0	105.46	0.35	648.65	0.27	1.14	0	0	0	1.14	32.47	0.65
hot_deli	store_made	28244300000	bbq	SALTED CHICKEN	˚}ÀÆÎu-∞Î÷ª	0.25	lb	232.47	0.12	139.82	15.54	0.24	11.19	0.56	0	138.35	0.46	233.61	0.1	0	0	0	0	0	23.27	0.47
hot_deli	store_made	28244200000	bbq	SALTED CHICKEN WHOLE	˚}ÀÆÎu ’˚÷ª	0.25	lb	232.47	0.12	139.82	15.54	0.24	11.19	0.56	0	138.35	0.46	233.61	0.1	0	0	0	0	0	23.27	0.47
hot_deli	store_made	28287900000		GREEN ONION CAKE	 [”ÕÔû	0.44	lb	250	0.13	7	9	0.14	1	0.05	0	9	0.03	5	0	12	0.04	1	0.04	1	8	0.16
cold_deli	store_made	28258900000		GREEN ONION CAKE	 [”ÕÔû	0.44	lb	250	0.13	7	9	0.14	1	0.05	0	9	0.03	5	0	12	0.04	1	0.04	1	8	0.16
hot_deli	store_made	28242900000		MARINATED CUTTLEFISH	ùFÀÆƒ´Ù~	0.5	lb	455.87	0.23	19.39	2.15	0.03	1.26	0.06	0.31	662.26	2.21	2837.4	1.18	6.44	0.02	0	0	2.27	101.18	2.02
cold_deli	store_made_3	28246500000		TWISTED STEAMED BUN	ª®í‘	0.25	lb	403.8	0.2	60.34	6.7	0.1	3.78	0.19	0	15.54	0.05	663.82	0.28	75.89	0.25	1.94	0.08	2.85	8.31	0.17
hot_deli	store_made_3	28289900000		STEAMED ONION FLORAL ROLL	 [ª®æÌ(h.d)	0.25	lb	403.8	0.2	60.34	6.7	0.1	3.78	0.19	0	15.54	0.05	663.82	0.28	75.89	0.25	1.94	0.08	2.85	8.31	0.17
hot_deli	store_made_3	28288200000		PAN FRIED PORK&VEGETABLE BUN	≤À»‚…˙ºÂ∞¸	0.25	lb	332.04	0.17	77.37	8.52	0.13	1.81	0.09	0.11	11.7	0.04	1578.81	0.66	52.43	0.17	1.54	0.06	4.82	8.31	0.17
hot_deli	tasty	28288300000		PAN FRIED PORK & VEGE. BUN 6PCS	≤À»‚…˙ºÂ∞¸ 6ÇÄ	0.14	lb	140	0.07	30	4	0.06	1	0.05	0	10	0.03	150	0.06	22	0.07	1	0.04	5	5	0.1
hot_deli	store_made_3	28290300000		PAN FRIED PORK BUN 8PC	ır»‚…˙ºÂ∞¸ 8ÇÄ	0.25	lb	332.04	0.17	77.37	8.52	0.13	1.81	0.09	0.11	11.7	0.04	1578.81	0.66	52.43	0.17	1.54	0.06	4.82	8.31	0.17
hot_deli	store_made	28300000000		RED BEAN PAN CAKE	ºt∂πÔû	0.16	lb	204.14	0.1	32.57	1	0.02	0.29	0.01	0.34	12.97	0.04	83.04	0.03	39.51	0.13	0.08	0	11.06	1.1	0.02
cold_deli	venus	28281200000		CANTONESE STYLE RICEDUMPLING 2PC	èVñ|Ù’ 2pcs	0.56	lb	400	0.2	200	22	0.34	8	0.4	0	70	0.23	640	0.27	38	0.13	4	0.16	3	22	0.44
cold_deli	venus	28280300000		CANTONESE STYLE RICE DUMPLING 4PCS	èVñ|Ù’ 4pcs	0.56	lb	400	0.2	200	22	0.34	8	0.4	0	70	0.23	640	0.27	38	0.13	4	0.16	3	22	0.44
cold_deli	venus	28281000000		HU ZHOU RICE DUMPLING 2PCS	∫˛÷›Ù’ 2pcs	0.56	lb	460	0.23	120	13	0.2	4	0.2	0	45	0.15	760	0.32	67	0.22	2	0.08	4	16	0.32
cold_deli	venus	28280100000		HU ZHOU RICE DUMPLING 4PCS	∫˛÷›Ù’ 4pcs	0.56	lb	460	0.23	120	13	0.2	4	0.2	0	45	0.15	760	0.32	67	0.22	2	0.08	4	16	0.32
cold_deli	venus	28280600000		RICE DUMPLING PORK&MUSHROOM 2PCS	œ„πΩ»‚Ù’ 2pcs	0.56	lb	390	0.2	100	11	0.17	3	0.15	0	5	0.02	730	0.3	56	0.19	3	0.12	4	15	0.3
cold_deli	venus	28279800000		RICE DUMPLING PORK&MUSHROOM 4PCS	œ„πΩ»‚Ù’ 4pcs	0.56	lb	390	0.2	100	11	0.17	3	0.15	0	5	0.02	730	0.3	56	0.19	3	0.12	4	15	0.3
cold_deli	venus	28281100000		RICE DUMPLING REDBEAN PASTE 2PCS	∂π…≥Ù’ 2pcs	0.56	lb	430	0.22	80	9	0.14	2	0.1	0	0	0	0	0	79	0.26	5	0.2	1	8	0.16
cold_deli	venus	28280200000		RICE DUMPLING RED BEAN PASTE 4PCS	∂π…≥Ù’ 4pcs	0.56	lb	430	0.22	80	9	0.14	2	0.1	0	0	0	0	0	79	0.26	5	0.2	1	8	0.16
hot_deli	tasty	28305100000		STEAMED BUN BBQ PORK HD	≤Êü˝∞¸-hd	0.28	lb	290	0.15	60	7	0.11	2.5	0.13	0	20	0.07	400	0.17	48	0.16	1	0.04	12	12	0.24
cold_deli	tasty			STEAMED BUN PORK&VEGETABLE	≤À»‚∞¸	0.28	lb	280	0.14	70	7	0.11	2.5	0.13	0	20	0.07	310	0.13	46	0.15	2	0.08	11	10	0.2
cold_deli	tasty			STEAMED BUN CHICKEN	Îu»‚∞¸	0.28	lb	320	0.16	80	9	0.14	2.5	0.13	0	25	0.08	270	0.11	50	0.17	2	0.08	10	13	0.26
cold_deli	store_made_5	28247300000		STEAMED BUN BBQ PORK	≤Êü˝∞¸	0.25	lb	148.46	0.07	54.31	6.05	0.09	1.89	0.09	0.05	24.49	0.08	745.53	0.31	12.47	0.04	0.16	0.01	3.79	8.66	0.17
cold_deli	store_made_5	28247200000		STEAMED BUN PORK&VEGETABLE	≤À»‚∞¸	0.25	lb	132.57	0.07	62.9	7	0.11	2.24	0.11	0.1	26.57	0.09	422.12	0.18	8.83	0.03	1.36	0.05	3.91	7.97	0.16
cold_deli	store_made_5	28247400000		STEAMED BUN CHICKEN	Îu»‚∞¸	0.25	lb	192.52	0.1	49.81	5.51	0.08	1.26	0.06	0	1.25	0	602.49	0.25	18.87	0.06	4.39	0.18	4.55	14.04	0.28
cold_deli	tw	28761900000		LEEK STEAM BUN	≤Êü˝∞¸	0.09	lb	96	0.05	9	1	0.02	0	0	0	0	0	121	0.05	20	0.07	2	0.08	5	3	0.06
hot_deli	store_made	28289800000		HOT STEAMED BUN HD	ü·∞¸◊”(hd)	0.18	lb	190	0.1	9	1	0.02	0	0	0	0	0	40	0.02	42	0.14	3	0.12	1	4	0.08
