section	vendor	toledo_number	type	english_description	chinese_description	serving_size	unit	total_calories_cal	percent_cal	calories_from_fat_fat_cal	total_fat_g	percent_fat	saturated_fat_g	percent_sat_fat	trans_fat_g	cholesterol_mg	percent_chol	sodium_mg	percent_sod	total_carbohydrate_g	percent_carb	dietary_fiber_g	percent_diet	sugars_g	protein_g	percent_pro
grocery	coca_cola	28267600000	drink	FOUNTAIN DRINK S SPRITE 5 		12	oz	140	0.07	0	0	0	0	0	0	0	0	65	0.03	38	0.13	0	0	38	0	0
grocery	coca_cola	28267600000	drink	FOUNTAIN DRINK S PIBB		12	oz	140	0.07	0	0	0	0	0	0	0	0	40	0.02	39	0.13	0	0	39	0	0
grocery	coca_cola	28267600000	drink	FOUNTAIN DRINK S FANTA STRAWBERRY 		12	oz	160	0.08	0	0	0	0	0	0	0	0	45	0.02	45	0.15	0	0	44	0	0
grocery	coca_cola	28267600000	drink	FOUNTAIN DRINK S DIET COKE		12	oz	0	0	0	0	0	0	0	0	0	0	40	0.02	0	0	0	0	0	0	0
grocery	coca_cola	28267600000	drink	FOUNTAIN DRINK S FANTA ORANGE		12	oz	160	0.08	0	0	0	0	0	0	0	0	55	0.02	44	0.15	0	0	44	0	0
grocery	coca_cola	28267600000	drink	FOUNTAIN DRINK S COKE COLA		12	oz	140	0.07	0	0	0	0	0	0	0	0	45	0.02	39	0.13	0	0	39	0	0
grocery	coca_cola	28267600000	drink	FOUNTAIN DRINK S M MAID LEMONADE		12	oz	150	0.08	0	0	0	0	0	0	0	0	50	0.02	42	0.14	0	0	40	0	0
grocery	coca_cola	28267600000	drink	FOUNTAIN DRINK S DR PEPPER		12	oz	150	0.08	0	0	0	0	0	0	0	0	55	0.02	40	0.13	0	0	40	0	0
cold_deli	tawa_services_dc	20100300000	import	BEAN CURD [FU PIANN]	∏Øƒc	0.5	lb	480.82	0.24	267.62	29.48	0.45	0	0	0	0	0	133.81	0.06	9.07	0.03	4.54	0.18	0	47.63	0.95
cold_deli	tawa_services_dc	20100200000	import	BEAN CURD [FU PAO]	∏Ø∞¸	0.5	lb	480.82	0.24	267.62	29.48	0.45	0	0	0	0	0	133.81	0.06	9.07	0.03	4.54	0.18	0	47.63	0.95
cold_deli	tawa_services_dc	20100100000	import	BEAN CURD [FU CHANG]	∏Ø∆¨	0.5	lb	480.82	0.24	267.62	29.48	0.45	0	0	0	0	0	133.81	0.06	9.07	0.03	4.54	0.18	0	47.63	0.95
cold_deli	tawa_services_dc	20104700000	import	PAI YEH KNOT	∞ŸÌìΩY	0.5	lb	245.4	0.12	0	0	0	0	0	0	0	0	218.86	0.09	21.32	0.07	0	0	0	39.92	0.8
cold_deli	tawa_services_dc	20100400000	import	BEAN CURD [MIEN CHANG]	¸Iƒc	0.5	lb	340.2	0.17	68.04	7.48	0.12	0	0	0	0	0	0	0	18.82	0.06	0	0	0	45.36	0.91
cold_deli	tawa_services_dc	20165000000	import	WHITE BEAN CURD THREAD	∞◊«¨Ωz	0.5	lb	307.31	0.15	71.44	7.94	0.12	2.72	0.14	0	0	0	39.92	0.02	18.6	0.06	5.44	0.22	0	39.92	0.8
cold_deli	tawa_services_dc	28761500000	import	FROZEN FRIED GLUTEN DOU ZAU	∂πóó	1	lb	335.66	0.17	181.44	18.14	0.28	4.54	0.23	0	0	0	1206.58	0.5	9.07	0.03	4.54	0.18	9.07	31.75	0.64
cold_deli	tawa_services_dc	20117000000	import	RADISH SLICED	≤À∆‘ól	1	lb	235.87	0.12	0	0	0	0	0	0	0	0	9888.48	4.12	61.69	0.21	26.31	1.05	35.38	13.61	0.27
cold_deli	tawa_services_dc	20117100000	import	RADISH MINCED	≤À∆‘¡£	1	lb	235.87	0.12	0	0	0	0	0	0	0	0	9888.48	4.12	61.69	0.21	26.31	1.05	35.38	13.61	0.27
cold_deli	tawa_services_dc	20100500000	import	BEAN CAKE [PLAIN/SMALL]	‘≠Œ∂–°∂π«¨	0.5	lb	292.57	0.15	131.54	14.52	0.22	5.22	0.26	0	0	0	45.36	0.02	10.66	0.04	0	0	0	29.48	0.59
cold_deli	tawa_services_dc	20101200000	import	BEAN CURD [KAO FU]	øæ˚ü	0.5	lb	270.35	0.14	4.08	0.45	0.01	0	0	0	0	0	15.88	0.01	14.06	0.05	0	0	0.45	52.39	1.05
cold_deli	tawa_services_dc	20102600000	import	FRIED TOFU FLOWER	ª®«¨”Õ∂π∏Ø	0.25	lb	298.24	0.15	204.12	22.68	0.35	8.51	0.43	0	0	0	14.18	0.01	2.84	0.01	1.13	0.05	0	24.15	0.48
cold_deli	tawa_services_dc	20104200000	import	BEAN CURD BLACK CHICKEN	∫⁄ÀÿÎu	0.5	lb	368.55	0.18	204.12	22.68	0.35	17.01	0.85	0	0	0	56.7	0.02	11.34	0.04	5.67	0.23	0	48.31	0.97
cold_deli	tawa_services_dc	20104300000	import	BEAN CURD YI CHICKEN	¸SÀÿÎu	0.5	lb	368.55	0.18	204.12	22.68	0.35	17.01	0.85	0	0	0	56.7	0.02	11.34	0.04	5.67	0.23	0	48.31	0.97
cold_deli	tawa_services_dc	20100600000	import	BEAN CAKE [SPICE/SMALL]	ŒÂœ„–°∂π«¨	0.5	lb	292.57	0.15	131.54	14.52	0.22	5.22	0.26	0	0	0	45.36	0.02	10.66	0.04	0	0	0	29.48	0.59
cold_deli	tawa_services_dc	20101600000	import	FRIED TOFU SQUARE[S]	ÀƒΩ«”Õ≈›	0.25	lb	358.34	0.18	251.75	28.01	0.43	3.97	0.2	0	0	0	19.96	0.01	2.72	0.01	0	0	0	24	0.48
cold_deli	tawa_services_dc	28250200000	import	FROZEN BEANCURD(TWC)	¥Û∂π«¨∂°	0.5	lb	292.57	0.15	131.54	14.52	0.22	5.22	0.26	0	0	0	45.36	0.02	10.66	0.04	0	0	0	29.48	0.59
cold_deli	tawa_services_dc	28250200000	import	SPICED BEAN CURD DICED	∂π«¨¡£	0.5	lb	292.57	0.15	131.54	14.52	0.22	5.22	0.26	0	0	0	45.36	0.02	10.66	0.04	0	0	0	29.48	0.59
cold_deli	tawa_services_dc	20101100000	import	SMOOTH CHEWY BEAN CURD	∞Ÿ»~∂π«¨	0.5	lb	491.48	0.25	340.2	37.88	0.58	5.67	0.28	0	0	0	680.4	0.28	2.27	0.01	0	0	0	34.02	0.68
cold_deli	tawa_services_dc	20165100000	import	FRIED TOFU TRIANGLE	»˝Ω«”Õ∂π∏Ø	0.25	lb	358.34	0.18	251.75	28.01	0.43	3.97	0.2	0	0	0	19.96	0.01	2.72	0.01	0	0	0	23.93	0.48
cold_deli	tawa_services_dc	4498796002	import	SEAWEED KNOT	∫£éßΩY	0.18	lb	53.36	0.03	0	0	0	0	0	0	0	0	37.36	0.02	5.34	0.02	0	0	0	5.34	0.11
cold_deli	tawa_services_dc	4498796001	import	SEAWEED SLICE	∫£éßΩz	0.18	lb	53.36	0.03	0	0	0	0	0	0	0	0	37.36	0.02	5.34	0.02	0	0	0	5.34	0.11
cold_deli	tawa_services_dc	4498796003	import	SEAWEED ROLL	∫£éßí‘	0.18	lb	53.36	0.03	0	0	0	0	0	0	0	0	37.36	0.02	5.34	0.02	0	0	0	5.34	0.11
cold_deli	tawa_services_dc	20111300000	import	FPC SEAWEED ROOTS	∫£éß∏˘ –°∞¸—b	0.18	lb	53.36	0.03	0	0	0	0	0	0	0	0	37.36	0.02	5.34	0.02	0	0	0	5.34	0.11
cold_deli	tawa_services_dc	28288800000	import	SESAME BALL	÷•¬È«Ú	0.05	lb	50	0.03	9	1	0.02	0	0	0	0	0	10	0	10	0.03	0	0	3	1	0.02
cold_deli	tawa_services_dc	28761700000	import	PICKLED MUSTARDGREEN BUN	Ã®û≥À·≤À∞¸	0.09	lb	95	0.05	9	1	0.02	0.6	0.03	0	0	0	98	0.04	17	0.06	1	0.04	5	4	0.08
cold_deli	tawa_services_dc	28761800000	import	CRISPY BAMBOO BUN	ır¥‡÷ÒπS∞¸	0.09	lb	92	0.05	18	2	0.03	1	0.05	0	0	0	83	0.03	17	0.06	0	0	2	3	0.06
cold_deli	tawa_services_dc	28761900000	import	LEEK STEAM BUN	æ¬≤À∞¸	0.09	lb	96	0.05	9	1	0.02	0	0	0	0	0	121	0.05	20	0.07	2	0.08	5	3	0.06
cold_deli	tawa_services_dc	28762400000	import	"STEAM BUN 2 FLAVOR[B,C]"	∫⁄Ã«/”Ò√◊zÓ^	0.09	lb	176	0.09	9	1	0.02	1	0.05	0	0	0	67	0.03	36	0.12	0	0	3	6	0.12
cold_deli	tawa_services_dc	28762200000	import	"STEAM BUN 2 FLAVOR[M,Q]"	–°√◊/∂πù{ºtﬁº˚úzÓ^	0.15	lb	190	0.1	24.3	2.7	0.04	0.4	0.02	0	0	0	74	0.03	40	0.13	2	0.08	3	6	0.12
cold_deli	tawa_services_dc	28762300000	import	"STEAM BUN 2 FLAVOR[J,W]"	ºtóó/»´˚ú≈ﬂ—øzÓ^	0.15	lb	188	0.09	24.3	2.7	0.04	0.4	0.02	0	0	0	69	0.03	39	0.13	0	0	5	6	0.12
cold_deli	tawa_services_dc	28762400000	import	"STEAM BUN 2 FLAVOR[B,C]"	∫⁄Ã«/”Ò√◊zÓ^	0.15	lb	178	0.09	24.3	2.7	0.04	0.4	0.02	0	0	0	70	0.03	41	0.14	1	0.04	4	5	0.1
cold_deli	tawa_services_dc	28762300000	import	"STEAM BUN 2 FLAVOR[J,W]"	ºtóó/»´˚ú≈ﬂ—øzÓ^	0.15	lb	175	0.09	24.3	2.7	0.04	0.4	0.02	0	0	0	70	0.03	49	0.16	1	0.04	3	5	0.1
cold_deli	tawa_services_dc	28762200000	import	"STEAM BUN 2 FLAVOR[M,Q]"	–°√◊/∂πù{ºtﬁº˚úzÓ^	0.15	lb	169	0.08	22.5	2.5	0.04	0.4	0.02	0	0	0	69	0.03	51	0.17	1	0.04	3	6	0.12
cold_deli	tawa_services_dc		import	STEAMED BUN BREAD ROLL HD	„yΩzæÌ	0.22	lb	262	0.13	36	4	0.06	1	0.05	0	0	0	106	0.04	49	0.16	0	0	4	8	0.16
cold_deli	tawa_services_dc		import	STEAMED BUN EGG FLAVOR HD	Îuµ∞–°zÓ^	0.22	lb	183	0.09	27	3	0.05	0	0	0	0	0	74	0.03	34	0.11	0	0	5	5	0.1
cold_deli	tawa_services_dc		import	STEAMED BUN MULTI GRAIN HD	 ≤ºZzÓ^	0.26	lb	326	0.16	27	3	0.05	1	0.05	0	0	0	86	0.04	64	0.21	0	0	6	10	0.2
cold_deli	tawa_services_dc	28248000000	import	STEAMED BUN TARO GRANULE 4PC	”ÛÓ^Ów¡£zÓ^	0.22	lb	254	0.13	18	2	0.03	0	0	0	0	0	75	0.03	55	0.18	0	0	3	8	0.16
cold_deli	tawa_services_dc		import	STEAMED BUN TARO PASTE HD	”Ûƒ‡∞¸	0.22	lb	229	0.11	18	2	0.03	1	0.05	0	0	0	83	0.03	46	0.15	0	0	5	6	0.12
cold_deli	tawa_services_dc	28250100000	import	STEAMED BUN SPONGE CAKE HD	‘≠Œ∂ÒR¿≠∏‚	0.22	lb	218	0.11	22.5	2.5	0.04	0	0	0	0	0	111	0.05	44.5	0.15	0	0	16.5	4.4	0.09
cold_deli	tawa_services_dc		import	STEAM SQUAR BREAD WRAP   HD	Àƒ∑Ω∆§-÷–≤Õ≤ø”√	0.13	lb	157	0.08	18	2	0.03	0	0	0	0	0	64	0.03	29	0.1	0	0	3	5	0.1
cold_deli	tawa_services_dc		import	FRESH ONION PANCAKE   HD	ır [◊•Ôû-÷–≤Õ≤ø”√	0.22	lb	275	0.14	72	8	0.12	4	0.2	0	0	0	488	0.2	43	0.14	0	0	2	8	0.16
cold_deli	tawa_services_dc		import	QW PUMPKIN PIE RED BEAN	ºt∂πƒœπœÔû	0.06	lb	52	0.03	0	0	0	0	0	0	0	0	0	0	12	0.04	0	0	4	1	0.02
cold_deli	tawa_services_dc		import	QW SPRING ROLL PURPLE YAM	◊œ Ì¥Û¥∫í‘	0.06	lb	55	0.03	0	0	0	0	0	0	0	0	15	0.01	12	0.04	0	0	4	1	0.02
cold_deli	tawa_services_dc		import	QW FRUIT SPRING ROLL PINEAPPLE	π˚Œ∂¥Û¥∫í‘≤§Ã}Œ∂	0.06	lb	55	0.03	0	0	0	0	0	0	0	0	15	0.01	12	0.04	0	0	4	1	0.02
cold_deli	tawa_services_dc		import	QW FRUIT SPRING ROLL BANANA	π˚Œ∂¥Û¥∫í‘œ„Ω∂Œ∂	0.06	lb	51	0.03	0	0	0	0	0	0	0	0	15	0.01	11	0.04	0	0	3	1	0.02
cold_deli	king_wai_trading	28248100000	vendor	STEAMED BUN LEAVENED 6PC	¿œ¸IzÓ^ 6pc	0.18	lb	190	0.1	9	1	0.02	0	0	0	0	0	40	0.02	42	0.14	3	0.12	1	4	0.08
cold_deli	king_wai_trading	28248600000	vendor	STEAMED BUN TWISTED SCALLION 12PC	 [”Õª®í‘ 12pc	0.18	lb	200	0.1	4.5	0.5	0.01	0	0	0	0	0	420	0.18	42	0.14	0	0	6	6	0.12
hot_deli	king_wai_trading	28285500000	vendor	TWISTED CRULLER	”Õól	0.22	lb	330	0.17	117	13	0.2	1.5	0.08	0.3	0	0	520	0.22	45	0.15	1	0.04	3	8	0.16
cold_deli	king_wai_trading	28245700000	vendor	STEAMED BUN  TRADITIONAL	∞◊zÓ^	0.18	lb	210	0.11	0	0	0	0	0	0	0	0	65	0.03	46	0.15	0	0	9	6	0.12
hot_deli	martin_purefoods_corporation	28293800000	vendor	IH BBQ STICKS	∑∆ Ω¥Æü˝-ÿi ¥Û	0.5	lb	557.05	0.28	304.39	33.82	0.52	13.93	0.7	0	129.32	0.43	1233.47	0.51	29.84	0.1	0	0	21.88	33.82	0.68
hot_deli	martin_purefoods_corporation	28293800000	vendor	IH CHICKEN BBQ STICKS	∑∆ Ω¥Æü˝-Îu ¥Û	0.5	lb	437.68	0.22	196.96	21.88	0.34	5.97	0.3	0	228.79	0.76	1273.26	0.53	29.84	0.1	0	0	21.88	35.81	0.72
hot_deli	soyfood_of_america	28285200000	vendor	SWEET SOY BEAN MILK S	Ã∂πù{ –°	1	lb	258.82	0.13	0	8.62	0.13	1.32	0.07	0	0	0	26.17	0.01	27.9	0.09	0	0	22.45	17.37	0.35
hot_deli	soyfood_of_america	28285300000	vendor	SALTED SOY BEAN MILK	˚y∂πù{	1	lb	212.24	0.11	0	10.16	0.16	1.59	0.08	0	0	0	29.71	0.01	9.8	0.03	0	0	3.4	20.37	0.41
hot_deli	soyfood_of_america		vendor	SAVORY BAKED TOFU	ŒÂœ„∂π∏…	0.5	lb	382.84	0.19	0	21.39	0.33	3.38	0.17	0	0	0	403.7	0.17	9.07	0.03	8.16	0.33	1.02	38.51	0.77
hot_deli	myhall	28288400000	vendor	PORK POTSTICKER HD	ÂÅŸN	0.3	lb	250	0.13	90	10	0.15	3.5	0.18	0	20	0.07	370	0.15	29	0.1	1	0.04	1	10	0.2
hot_deli	big_green_usa_inc	28287000000	vendor	ROASTED CHESTNUT ORGANIC	Ã«≥¥¿ı◊”-”–ôC	0.5	lb	339.7	0.17	17.98	2	0.03	0	0	0	0	0	0	0	69.94	0.23	11.99	0.48	4	2.5	0.05
cold_deli	big_green_usa_inc	28270000000	vendor	STEAMED BUN MUSHROOM&CABBAGE	œ„πΩ≤À∞¸	0.35	lb	350	0.18	90	9	0.14	2.5	0.13	0	0	0	30	0.01	59	0.2	3	0.12	3	6	0.12
cold_deli	gp_bakery	28274600000	vendor	LEEK POCKET CD	æ¬≤À∫–◊”-cd	0.21	lb	211	0.11	101	7	0.11	1	0.05	0	0	0	177	0.07	13	0.04	1	0.04	1	5	0.1
cold_deli	gp_bakery	28246200000	vendor	HD GP SESAME PANCAKE	÷•¬Èü˝Ôû	0.29	lb	167	0.08	60	6	0.09	0	0	0	2	0.01	12	0.01	23	0.08	2	0.08	0	4	0.08
hot_deli	store_made		steam_table	BITTERMELON WITH SHREDDED PORK	ø‡πœ≥¥ÿi»‚	0.4	lb	197	0.1	90	9.92	0.15	3.18	0.15	0	38	0.12	963	0.43	15	0.05	2	0.08	9	9.88	0.2
hot_deli	store_made		steam_table	BITTERMELON WITH SHREDDED BEEF	ø‡πœ≥¥≈£»‚	0.4	lb	164	0.08	47	5.15	0.08	1.59	0.1	0	23.84	0.08	952	0.4	15	0.05	2	0.08	9	11.99	0.24
hot_deli	store_made		steam_table	BITTERMELON WITH SHREDDED CHICKEN	ø‡πœ≥¥º¶»‚	0.4	lb	186	0.09	58	6.74	0.11	1.59	0.1	0	49	0.16	941	0.43	17	0.06	2	0.08	9	12	0.22
hot_deli	store_made		steam_table	BITTERMELON WITH SPARE RIBS	ø‡πœ≥¥≈≈π«	0.4	lb	251	0.13	123	13.63	0.22	4.24	0.2	0	41	0.13	1282	0.56	19	0.07	2.53	0.12	10	11	0.2
hot_deli	store_made		steam_table	CUCUMBER WITH SLICED PORK	¸Sπœ≥¥÷Ì»‚	0.4	lb	181	0.09	90	10	0.15	3.26	0.16	0	39	0.13	861	0.36	13	0.04	0.76	0.03	10	9.86	0.2
hot_deli	store_made		steam_table	CUCUMBER WITH SLICED BEEF	ª∆πœ≥¥≈£»‚	0.4	lb	148	0.07	46	5.03	0.08	1.64	0.08	0	25	0.08	850	0.35	13	0.04	0.76	0.03	10	12.02	0.24
hot_deli	store_made		steam_table	CUCUMBER WITH SLICED CHICKEN	ª∆πœ≥¥º¶»‚	0.4	lb	170	0.09	57	6.65	0.1	1.64	0.08	0	50	0.17	839	0.35	15	0.05	0.76	0.03	11	11.48	0.23
hot_deli	store_made		steam_table	CUCUMBER WITH SPARE RIBS	ª∆πœ≥¥≈≈π«	0.4	lb	236	0.12	123	13.68	0.21	4.34	0.22	0	40.56	0.14	1187	0.49	16	0.05	1.3	0.05	12	11	0.22
hot_deli	store_made		steam_table	ORANGE CHICKEN	Íê∆§Îu	0.3	lb	382	0.19	185	21	0.32	5	0.27	0	103	0.34	569	0.24	21	0.07	0	0.01	7	27	0.54
hot_deli	store_made		steam_table	BROCCOLI BEEF 	ΩÊÃm≈£	0.4	lb	142.14	0.07	29.83	3.35	0.05	1.02	0.05	0	14.45	0.05	777.85	0.32	19.38	0.06	3.16	0.13	10.65	10.4	0.21
hot_deli	store_made		steam_table	SWEET AND SOUR SPARE RIBS	Ã«¥◊≈≈π«	0.4	lb	381.92	0.19	202.65	23.03	0.35	7.36	0.37	0	68.81	0.23	1130.2	0.47	27.08	0.09	1.7	0.07	20.77	16.09	0.32
hot_deli	store_made		steam_table	SWEET AND SOUR PORK 	Ã«¥◊πæá£»‚	0.4	lb	290.17	0.15	147.6	16.6	0.26	5.52	0.28	0	64.23	0.21	588.86	0.25	21.57	0.07	0.78	0.03	18.02	15.17	0.3
hot_deli	store_made		steam_table	DICED CHICKEN AND MUSHROOM	ƒ¢πΩÎu∂°	0.4	lb	205	0.1	70	8.21	0.13	2.04	0.1	0	62	0.21	954	0.4	17	0.06	1.02	0.04	12	14.95	0.3
hot_deli	store_made		steam_table	SWEET AND SOUR FISH FILLET	Ã«¥◊Ù~∆¨	0.4	lb	170.89	0.09	116.81	3.3	0.05	0.02	0	0	27.53	0.09	671.44	0.28	25.24	0.08	0.78	0.03	18.94	12.42	0.25
hot_deli	store_made		steam_table	KUNG PAO CHICKEN	åm±£Îu∂°	0.4	lb	279.61	0.14	120.56	14.13	0.22	3.18	0.16	0	74.59	0.25	1100.66	0.46	18.99	0.06	1.72	0.07	11.08	19.26	0.39
hot_deli	store_made		steam_table	CHICKEN IN WINE SAUCE	»˝±≠Îu	0.4	lb	314.71	0.16	128.85	15.46	0.24	3.86	0.19	0	115.61	0.39	1132.67	0.47	17.64	0.06	0.2	0.01	9.79	25.02	0.5
hot_deli	store_made		steam_table	BLACK PEPPER PORK CHOP 	¸\Ω∑ÿi≈≈	0.4	lb	254	0.13	57	5.57	0.09	2.23	0.11	0	62	0.21	1219	0.51	23	0.08	0.88	0.04	12	25	0.5
hot_deli	store_made		steam_table	SALT AND PEPPER PORK CHOP	Ω∑˚}ÿi≈≈	0.4	lb	272.83	0.14	74.61	7.47	0.11	2.98	0.15	0	81.68	0.27	1050.52	0.44	16.18	0.05	0.22	0.01	5.51	31.3	0.63
hot_deli	store_made		steam_table	BRAISED TOFU 	ºtü˝∂π∏Ø	0.4	lb	170	0.09	55	5.84	0.09	0.73	0.04	0	0	0	700	0.29	14	0.05	2.16	0.09	9	12	0.24
hot_deli	store_made		steam_table	YU SHIANG EGGPLANT	Ù~œ„«—◊”	0.4	lb	87.25	0.04	2.69	0.3	0	0.06	0	0	0	0	473.33	0.2	20.89	0.07	4.66	0.19	14.61	1.96	0.04
hot_deli	store_made	28284600000	steam_table	FRIED RICE	≥¥Ôà	0.4	lb	268.27	0.13	36	3.88	0.06	1.16	0.06	0.01	140	0.47	507	0.21	48	0.16	2	0.08	5	8.91	0.18
hot_deli	store_made	28284700000	steam_table	CHOW MEIN	≥¥¸I	0.4	lb	404	0.2	37	4	0.06	0	0	0	0	0	628	0.26	81	0.27	2	0.08	8	13	0.26
hot_deli	store_made	28284800000	steam_table	FRIED RICE NOODLE	≥¥√◊∑€ 	0.4	lb	315.78	0.16	3.26	0.34	0.01	0.04	0	0	0	0	670.22	0.28	75.16	0.25	4.42	0.18	10.36	2.84	0.06
hot_deli	store_made	28284500000	steam_table	STEAMED RICE	∞◊Ôà	0.4	lb	273.97	0.14	4.41	0.49	0.01	0	0	0	0	0	9.07	0	61.47	0.2	1.63	0.07	10.36	2.84	0.06
hot_deli	store_made	28409500000	steam_table	WHITE RICE	∞◊Ôà	0.4	lb	273.97	0.14	4.41	0.49	0.01	0	0	0	0	0	9.07	0	61.47	0.2	1.63	0.07	10.36	2.84	0.06
hot_deli	store_made		dim_sum_a_hd	VEEGIE SPRING  ROLL  (ORG: SPRING EGG ROLL)	»˝Ωz’®¥∫æÌ	0.18	lb	180	0.09	72	8	0.12	1	0.05	0	10	0.03	280	0.12	20	0.07	1	0.04	0	6	0.12
hot_deli	store_made	28288800000	dim_sum_a_hd	SESAME BALL	÷•¬ÈºÂ∂—	0.11	lb	475	0.24	12	1	0.02	0	0	0	0	0	18	0.01	22	0.07	0	0	0	3	0.05
cold_deli	fpc	28740000000	dim_sum_a_hd	HK STYLE DAIKON CAKE	≈DŒ∂Ã} N∏‚	0.5	lb	257.5	0.13	23	3	0.04	1	0.03	0	12	0.04	680	0.28	51	0.17	3	0.1	7	8	0.15
hot_deli	store_made		dim_sum_b_hd	BEEF BALL	≈£»‚ÕË	0.28	lb	150	0.08	4	5	0.08	2	0.1	0.09	36	0.12	1103	0.46	7	0.02	1	0.04	5	14	0.28
hot_deli	store_made		dim_sum_b_hd	FISH BALL	Œ˜≤ÀÙ~«Ú	0.23	lb	87	0.04	24	2.57	0.04	0.4	0.02	0	27.86	0.09	704	0.29	3.49	0.01	0.36	0.01	2.64	11.61	0.23
hot_deli	store_made		dim_sum_b_hd	BEANCURD SKIN ROLL	œñª ır÷ÒæÌ	0.3	lb	167.62	0.08	84.95	10.1	1.04	3.44	0.17	0	51.4	0.17	397.33	0.17	6.51	0.02	1.32	0.05	1.99	12.47	0.25
hot_deli	tasty	28289600000	dim_sum_b_hd	PORK SHUMAI	∏…’Ùü˝Ÿu	0.3	lb	280	0.14	80	8	0.12	2	0.1	0	80	0.27	320	0.13	48	0.16	4	0.16	12	12	0.24
hot_deli	tasty		dim_sum_b_hd	SHRIMP HAR GOW	ÀÆæßŒrÔú	0.23	lb	240	0.12	54	6	0.09	0	0	0	60	0.2	260	0.11	36	0.12	0	0	8	8	0.16
hot_deli	tasty	28256800000	dim_sum_b_hd	SPICED CHICKEN PAWS	Ù˘÷≠’Ù¯P◊¶	0.24	lb	260	0.13	150	16	0.25	4	0.2	0	75	0.25	760	0.32	9	0.03	1	0.04	5	19	0.38
hot_deli	store_made	28253700000	dim_sum_c_hd	SHRIMP SHAOMAI	Œrü˝Ÿu	0.28	lb	211.13	0.11	29.26	3.63	0.06	0.38	0.02	0	205.67	0.69	768.74	0.32	15.76	0.05	1.92	0.08	2.51	26.47	0.53
hot_deli	store_made		dim_sum_c_hd	SHUN DE STYLE SHUMAI	Ìòµ¬ü˝Ÿu	0.43	lb	274.35	0.14	121.03	13.47	0.21	4.18	0.21	0.92	149.37	0.5	1088	0.45	7.12	0.02	1.24	0.05	3.07	29.61	0.59
hot_deli	store_made		dim_sum_c_hd	SHRIMP BALL      (MISSING)	∞Ÿª®Œr«Ú	0.25	lb	182.71	0.09	27.24	3.2	0.05	0.33	0.02	0	141.66	0.47	664.51	0.28	14.03	0.05	1.61	0.06	2.39	20.18	0.4
hot_deli	store_made		dim_sum_c_hd	PEARL SHRIMP BALL	’‰÷ÈŒrÕË	0.3	lb	290.06	0.15	25.26	2.8	0.04	0.33	0.02	0	129.66	0.43	576.51	0.24	40.13	0.13	1.02	0.04	2.39	20.81	0.42
hot_deli	store_made		dim_sum_c_hd	FRIED SHRIMP W/ SUGAR CANE	’·Œr	0.2	lb	118.7	0.06	23.24	2.8	0.04	0.33	0.02	0	129.66	0.43	576.51	0.24	2.83	0.01	0.01	0	2.39	17.78	0.36
hot_deli	tasty	28305000000	dim_sum_c_hd	CHICKEN SEWEET RICE WRPPED IN LOTUS LEAF	’‰÷È≈¥√◊Îu	0.28	lb	280	0.14	70	7	0.11	2.5	0.13	0	35	0.12	310	0.13	46	0.15	2	0.08	11	10	0.2
hot_deli	store_made			WONTON	ÎÖÕÃ	0.3	lb	300.75	0.15	95.02	10.55	0.16	3.15	0.16	0.07	100.02	0.33	586.81	0.24	25.43	0.08	3.95	0.16	1.6	20.73	0.41
hot_deli	store_made			BEEF OMASUM	≈£∞Ÿ»~	0.3	lb	146.28	0.07	63.7	7.07	0.11	1.93	0.1	0.17	138.52	0.46	874.47	0.36	4.13	0.01	0.23	0.01	3.17	13.84	0.28
hot_deli	store_made			BEEF TRIPE	≈£∂« 	0.28	lb	138.97	0.07	65.51	7.27	0.11	1.84	0.09	0.17	138.38	0.46	866.46	0.36	3.75	0.01	0.04	0	2.85	13.77	0.28
hot_deli	store_made	28286200000		PRESERVED EGG AND PORK PORRIDGE	∆§µ∞ ›»‚÷‡	1.5	lb	164.77	0.08	53.55	5.95	0.09	2.12	0.11	0.03	100.59	0.34	1724.76	0.72	18.76	0.06	0.35	0.01	4.52	8.67	0.17
cold_deli	fpc	28262100000		TURNIP CAKE W MEAT	Ã} N∏‚	0.5	lb	257.5	0.13	23	3	0.04	1	0.03	0	12	0.04	680	0.28	51	0.17	3	0.1	7	8	0.15
hot_deli	fpc	28278700000		TARO CAKE	”ÛÓ^∏‚	0.5	lb	314.5	0.16	11	1	0.02	1	0.03	0	0	0	545	0.23	70	0.23	5	0.18	5	4	0.07
hot_deli	fpc			HONG KONG STYLE BEEF STEW	∏€ Ω≈£ÎÓ	0.5	lb	310.27	0.16	140	16	0.24	6	0.32	0	127	0.42	103	0.04	0	0	0	0	0	40	0.8
cold_deli	store_made_31	28274100000	japanese	MISO SALMON COMBO CD	Œ∂‡·øæÙ~Ôà	0.62	lb	370.06	0.19	34.73	3.86	0.06	0.55	0.03	0	33.97	0.11	1569.88	0.65	59.86	0.2	3.34	0.13	5	20.49	0.41
cold_deli	store_made_31	28274500000	japanese	BUCKWHEAT NOODLES	 w˚úõˆ¸I	1	order	970	0.48	84	9	0.13	0	0.02	0	26	0.09	3929	1.64	176	0.59	15	0.6	6	51	1.02
cold_deli	store_made_31	28274000000	japanese	TONKATSU BOWL CD	»’ Ωÿi≈≈Ôà	1	order	833	0.42	82	9	0.14	3	0.16	0	88	0.29	2690	1.12	140	0.47	3	0.12	27	43	0.86
